parameter_id,IMPC_DXA_002_001
mouse_strain,C57BL
analysis_id,05d33k77ju866c0
pvalue,0.6291304
mouse_life_stage,Early adult
parameter_name,Fat mass
gene_symbol,Slc2a8
gene_accession_id,MGI:1860103
