parameter_id,IMPC_ECH_005_001
gene_symbol,Pum1
analysis_id,71g16k7orc0i35u
pvalue,0.4859455
parameter_name,Fractional Shortening
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1931749
