gene_symbol,Hnf4a
mouse_life_stage,Early adult
parameter_name,Stroke Volume
gene_accession_id,MGI:109128
analysis_id,t6684980te3838n
mouse_strain,C57BL
pvalue,0.9203983
parameter_id,IMPC_ECH_003_001
