mouse_life_stage,Middle aged adult
parameter_name,Percent time in light
mouse_strain,C50BL
gene_symbol,Hpca
gene_accession_id,MGI:1336200
pvalue,0.5751068
analysis_id,65x0y87m8zlz0f6
parameter_id,JAX_LDT_009_001
