parameter_id,JAX_OFD_013_001
gene_accession_id,MGI:1336200
mouse_life_stage,Late adult
pvalue,0.6072122
gene_symbol,Hpca
analysis_id,n67onyq28mh16c7
parameter_name,Periphery average speed
mouse_strain,C57BL
