mouse_strain,C57BL
analysis_id,041d38vvy23w212
gene_accession_id,MGI:1914309
mouse_life_stage,Early adult
gene_symbol,Ola1
parameter_name,KLRG1+ gd T cells - % of CD45+
parameter_id,MGP_IMM_089_001
pvalue,0.7540544
