parameter_id,MGP_MLN_065_001
gene_symbol,Hpca
parameter_name,CD4+ T helper cells - % of CD45+
gene_accession_id,MGI:1336200
analysis_id,612z6pq50bc16a9
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.6930431
