mouse_life_stage,E18.5
gene_symbol,Nanp
pvalue,0.6048171
gene_accession_id,MGI:1914561
parameter_id,IMPC_CSD_028_001
mouse_strain,C57BL
parameter_name,Snout size
analysis_id,5ox5b447z3d0357
