gene_symbol,Hspa5
mouse_strain,C57BL
parameter_name,BMC/Body weight
analysis_id,f3z02zdx574g02n
gene_accession_id,MGI:95835
parameter_id,JAXLA_DXA_007_001
pvalue,0.810061
mouse_life_stage,E12.5
