parameter_id,M-G-P_008_001_013
analysis_id,8q528i3pv54r3rr
mouse_life_stage,Early adult
gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
mouse_strain,C57BL
pvalue,0.5572178
parameter_name,Startle Response
