parameter_id,IMPC_HEM_031_001
gene_symbol,Tatdn3
analysis_id,x573f45rzsvxja1
mouse_life_stage,Early adult
parameter_name,Lymphocyte differential count
gene_accession_id,MGI:1916222
pvalue,0.3161234
mouse_strain,C57BL
