gene_symbol,Jun
parameter_name,Monocyte percentage
parameter_id,MGP_PBI_016_001
pvalue,0.2709544
analysis_id,58c8w82kc17n290
gene_accession_id,MGI:96646
mouse_life_stage,E15.5
mouse_strain,C57BL
