parameter_id,IMPC_CBC_014_001
gene_accession_id,MGI:1913396
analysis_id,aq80d3e8n56pc5q
pvalue,0.8871593
gene_symbol,Maco1
parameter_name,Alkaline phosphatase
mouse_strain,C57BL
mouse_life_stage,Early adult
