mouse_life_stage,E12.5
parameter_name,Periphery average speed
parameter_id,HRWLLA_OFD_013_001
gene_symbol,Fgb
analysis_id,36ebd76i1nv04aq
pvalue,0.6964449
mouse_strain,C57BL
gene_accession_id,MGI:99501
