gene_symbol,Dnajc8
analysis_id,14kc6805o335649
gene_accession_id,MGI:1915848
mouse_strain,C57BL
parameter_id,IMPC_GEL_057_001
pvalue,0.2359725
mouse_life_stage,Early adult
parameter_name,Heart looping
