mouse_life_stage,Middle aged adult
analysis_id,nf6a89sh3n3214b
mouse_strain,C57BL
pvalue,0.1915427
gene_accession_id,MGI:97613
gene_symbol,Plcb1
parameter_name,CD8 CD44-CD62L+ T cells
parameter_id,IMPC_IMM_034_001
