mouse_life_stage,Late adult
parameter_name,Limb grasping
parameter_id,ESLIM_008_001_017
analysis_id,40r5kq28q2x5142
gene_symbol,AU040320
gene_accession_id,MGI:2140475
mouse_strain,C57BL
pvalue,0.2715471
