parameter_id,IMPC_OFD_013_001
pvalue,1.397203
gene_accession_id,MGI:2670995
mouse_life_stage,Early adult
analysis_id,y1k7sgs348h1r17
parameter_name,Periphery average speed
gene_symbol,Trp53i11
mouse_strain,C57BL
