parameter_id,JAXLA_DXA_003_001
gene_symbol,Arpc2
mouse_strain,C57BL
pvalue,0.4167591
analysis_id,hibg0hg1e5k55q2
parameter_name,Lean mass
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
