gene_symbol,Ninl
analysis_id,f0655k6h4vf6sv6
mouse_life_stage,Early adult
gene_accession_id,MGI:1925427
pvalue,0.7687314
parameter_name,Creatinine
parameter_id,HMGULA_CBC_005_001
mouse_strain,C57BL
