parameter_id,IMPC_EYE_006_001
mouse_strain,C57BL
gene_accession_id,MGI:1921442
analysis_id,7f13h26kxy8j9iy
mouse_life_stage,Early adult
parameter_name,Narrow eye opening
pvalue,0.3839777
gene_symbol,Arpc5l
