parameter_name,Startle response
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,650094coo3975d5
mouse_life_stage,E18.5
pvalue,0.7260557
gene_symbol,Lpgat1
parameter_id,HMGULA_SHI_009_001
