parameter_id,IMPC_GEP_084_001
gene_symbol,Casq1
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,8y1m06twi5ta5i3
gene_accession_id,MGI:1309468
parameter_name,Limb morphology
pvalue,0.2166555
