gene_symbol,Dnajc6
parameter_id,MGP_PBI_001_001
mouse_life_stage,Early adult
parameter_name,Total T cell percentage
pvalue,0.1172235
mouse_strain,C57BL
gene_accession_id,MGI:1919935
analysis_id,vb74k9ptzfi0883
