parameter_id,HRWLLA_OFD_017_001
parameter_name,Center average speed
gene_accession_id,MGI:1332236
analysis_id,76rvoes90in8bu8
mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Cds2
pvalue,0.4476917
