gene_symbol,Mgst2
analysis_id,3e8578zxb6p6x6j
mouse_strain,C57BL
gene_accession_id,MGI:2448481
parameter_id,IMPC_GEL_063_001
parameter_name,Delayed embryonic development
pvalue,0.5949899
mouse_life_stage,Early adult
