parameter_id,MGP_BMI_019_001
pvalue,0.8637433
parameter_name,T cells - % of CD45+
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1918764
gene_symbol,Sfpq
analysis_id,kgd0a6bknr636q9
