parameter_name,Alkaline phosphatase
mouse_strain,C57BL
parameter_id,HRWLLA_CBC_014_001
pvalue,0.09402005
gene_accession_id,MGI:1920344
gene_symbol,Sgip1
mouse_life_stage,Early adult
analysis_id,85y328798au53o4
