parameter_name,Center average speed
mouse_life_stage,Late adult
gene_accession_id,MGI:2441730
gene_symbol,Tbl1xr1
parameter_id,IMPC_OFD_017_001
mouse_strain,C57BL
pvalue,0.6944493
analysis_id,ybel43tr5os94r5
