gene_symbol,Sdcbp2
mouse_strain,C57BL
pvalue,0.1718253
mouse_life_stage,Early adult
analysis_id,pl3m9p7m6cz18o8
parameter_name,DN CD44+CD62L+ NKT cells
parameter_id,IMPC_IMM_047_001
gene_accession_id,MGI:2385156
