gene_symbol,Slx4ip
pvalue,0.3318168
mouse_life_stage,Early adult
parameter_name,Total CD8+ T cells - % of ab T cells
gene_accession_id,MGI:1921493
parameter_id,MGP_IMM_013_001
mouse_strain,C57BL
analysis_id,24z8q3ya3da4a39
