gene_symbol,Lurap1
parameter_name,Stroke Volume
pvalue,0.08996652
mouse_strain,C57BL
analysis_id,251zp9jv51zl95q
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_003_001
