parameter_id,IMPC_ECG_008_001
analysis_id,fcmanwdwqxa65l3
gene_symbol,Inpp1
pvalue,0.07776256
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,ST
gene_accession_id,MGI:104848
