gene_symbol,Mecom
parameter_id,IMPC_IMM_064_001
pvalue,1.372851
analysis_id,j21179ti29505rf
mouse_strain,C3H
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
parameter_name,B1B Cells
