mouse_strain,129SV
pvalue,0.9770299
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
parameter_id,TCPLA_CSD_030_001
analysis_id,h50h2o1598e1ee3
parameter_name,Tremor
gene_symbol,Cds2
