parameter_id,IMPC_HEM_029_001
gene_accession_id,MGI:1276578
mouse_strain,C57BL
pvalue,0.6024217
mouse_life_stage,Early adult
parameter_name,Neutrophil differential count
analysis_id,8368anlg3wc7f07
gene_symbol,Gfi1b
