gene_symbol,Ubxn11
parameter_id,IMPC_CSD_079_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,1ll6bu73i7pn9fz
parameter_name,Aggression
gene_accession_id,MGI:1914836
pvalue,0.4501366
