gene_symbol,Hpca
parameter_id,JAX_URI_002_001
analysis_id,x60f7b1ajs93k54
pvalue,0.5405697
mouse_life_stage,Early adult
parameter_name,Creatinine
mouse_strain,C57BL
gene_accession_id,MGI:1336200
