parameter_name,Lean mass
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_003_001
gene_symbol,Sgip1
mouse_strain,C57BL
gene_accession_id,MGI:1920344
pvalue,0.2306114
analysis_id,63m8t8v873l7y51
