gene_symbol,Tatdn3
mouse_strain,C57BL
pvalue,0.3764776
analysis_id,3l3538d721031wo
gene_accession_id,MGI:1916222
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
parameter_id,MGP_IMM_026_001
mouse_life_stage,Early adult
