parameter_id,IMPC_ACS_033_001
mouse_life_stage,E9.5
gene_symbol,Wars2
pvalue,0.9227997
analysis_id,3d1k3q154tp761v
gene_accession_id,MGI:1917810
parameter_name,% Pre-pulse inhibition - PPI1
mouse_strain,C57BL
