gene_symbol,Lpgat1
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
parameter_id,IMPC_IMM_004_002
analysis_id,8g4ipjm9v8qtjb4
mouse_life_stage,Early adult
gene_accession_id,MGI:2446186
mouse_strain,C57BL
pvalue,0.9400907
