pvalue,0.9894701
analysis_id,x8dgx511t0bolyf
parameter_id,HMGULA_SHI_009_001
mouse_strain,C57BL
mouse_life_stage,E15.5
gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_name,Startle response
