mouse_strain,129SV
gene_accession_id,MGI:1923959
parameter_id,IMPC_GEL_063_001
analysis_id,m700h5e1qw83461
gene_symbol,Arpc2
pvalue,0.9424281
mouse_life_stage,Early adult
parameter_name,Delayed embryonic development
