pvalue,0.2273957
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,x3hh070686mpe10
parameter_id,IMPC_DXA_004_001
gene_symbol,Bmi1
mouse_strain,C57BL
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
