parameter_id,IMPC_EYE_006_001
mouse_life_stage,Early adult
gene_symbol,Hspa5
mouse_strain,C57BL
parameter_name,Narrow eye opening
gene_accession_id,MGI:95835
analysis_id,2z768i401s7hn03
pvalue,0.3345407
