parameter_name,Total cholesterol
mouse_life_stage,E15.5
pvalue,1.265553
mouse_strain,C57BL
analysis_id,mpy5p37c34270w4
parameter_id,JAXLA_CBC_015_001
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
