gene_symbol,Bmi1
parameter_name,Weight
mouse_life_stage,E12.5
pvalue,0.5774363
gene_accession_id,MGI:88174
mouse_strain,C57BL
parameter_id,CCP_LFO_001_001
analysis_id,kp8v1nu817vg00m
