gene_symbol,Mms22l
parameter_id,IMPC_EYE_008_001
analysis_id,c3cke7ry9bl112h
gene_accession_id,MGI:2684980
mouse_strain,129SV
pvalue,0.3675052
mouse_life_stage,Early adult
parameter_name,Corneal opacity
