gene_symbol,Psmd14
parameter_name,DN CD25- NKT cells
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1913284
pvalue,0.9471621
analysis_id,xr77oou55hdpov8
parameter_id,IMPC_IMM_025_001
