parameter_id,IMPC_OFD_020_001
pvalue,0.8238119
gene_accession_id,MGI:104805
parameter_name,Distance travelled - total
mouse_strain,C57BL
analysis_id,60w1b0c2829too0
gene_symbol,Snrpb2
mouse_life_stage,Early adult
