parameter_name,Snout size
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Zc2hc1a
gene_accession_id,MGI:1914556
parameter_id,MGP_CSD_067_001
pvalue,0.7887522
analysis_id,03948p30k7f2i0a
