gene_symbol,Ninl
analysis_id,460676o9b01l79v
gene_accession_id,MGI:1925427
parameter_id,HMGULA_HWT_008_001
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.08512558
parameter_name,Heart weight
