parameter_name,Center average speed
mouse_strain,C57BL
analysis_id,4ax90iqu2v93m5l
parameter_id,IMPC_OFD_017_001
mouse_life_stage,E12.5
gene_accession_id,MGI:88174
gene_symbol,Bmi1
pvalue,0.9172658
