parameter_name,BMC/Body weight
mouse_strain,C57BL
analysis_id,erb50q23084e2fn
pvalue,0.1513266
mouse_life_stage,Early adult
gene_accession_id,MGI:1915325
gene_symbol,Lurap1
parameter_id,JAXLA_DXA_007_001
