gene_symbol,Fgb
pvalue,0.2749965
mouse_strain,C57BL
parameter_id,MGP_PBI_016_001
gene_accession_id,MGI:99501
analysis_id,13nq2txhp0549k1
mouse_life_stage,E12.5
parameter_name,Monocyte percentage
