mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,HDL-cholesterol
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
pvalue,0.9584904
parameter_id,HMGULA_CBC_016_001
analysis_id,zt8ypfoz53m5jq6
