parameter_id,IMPC_ECG_003_001
mouse_strain,C57BL
parameter_name,CV
analysis_id,o3too7bub0g9n50
pvalue,0.2514265
gene_symbol,Atg4c
gene_accession_id,MGI:2651854
mouse_life_stage,Early adult
