gene_symbol,Snap23
mouse_life_stage,Middle aged adult
pvalue,0.8895093
analysis_id,0kq7xq0w225c15p
parameter_name,Forelimb grip strength normalised against body weight
parameter_id,JAXLA_GRS_010_001
gene_accession_id,MGI:109356
mouse_strain,C57BL
