parameter_name,Whole arena average speed
pvalue,0.4427932
mouse_strain,C57BL
gene_symbol,Dnaaf9
gene_accession_id,MGI:1923029
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_005
analysis_id,21565411128fbpz
