parameter_id,IMPC_CBC_014_001
gene_symbol,Cds2
gene_accession_id,MGI:1332236
analysis_id,rhcrq255t456g50
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.9994376
parameter_name,Alkaline phosphatase
