parameter_id,IMPC_XRY_024_001
pvalue,0.3376213
gene_symbol,Tatdn3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Femur
analysis_id,08369m14c1xkj2m
gene_accession_id,MGI:1916222
