parameter_name,Startle response
analysis_id,187ixxf9azoe15q
mouse_strain,C57BL
parameter_id,MGP_CSD_008_001
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
gene_symbol,Dnajc8
pvalue,0.1111091
