parameter_id,MGP_CSD_015_001
pvalue,0.8467205
gene_symbol,Fgb
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,q42x0798907cj8w
gene_accession_id,MGI:99501
parameter_name,Head coat/hair presence
